region,year,week,case_c,pop_total,case_per_capita(‰),AMB_TEMP,NO,NO2,NOx,O3,PM10,PM25,RH,SO2
北北基桃竹苗,2016,7,7111,834778,8.52,15.78,6.41,15.59,22.0,24.54,33.28,17.01,79.29,2.19
北北基桃竹苗,2016,8,13461,837148,16.08,14.44,5.17,14.74,19.87,33.65,51.95,21.46,80.18,2.04
北北基桃竹苗,2016,9,12247,837524,14.62,15.91,5.6,17.77,23.39,34.8,44.16,20.76,72.96,2.4
北北基桃竹苗,2016,10,11428,837811,13.64,18.97,9.57,20.72,30.27,23.48,46.06,25.79,81.48,3.12
北北基桃竹苗,2016,11,10371,837160,12.39,14.76,11.26,21.43,32.7,26.5,35.41,18.68,88.98,2.33
北北基桃竹苗,2016,12,9827,836828,11.74,17.62,11.28,19.82,31.08,30.97,45.83,24.0,88.69,2.41
北北基桃竹苗,2016,13,9000,836115,10.76,15.65,6.33,21.92,28.23,40.76,61.53,33.24,69.63,3.25
北北基桃竹苗,2016,14,9582,836988,11.45,23.32,6.69,19.99,26.7,27.34,65.35,39.64,80.62,3.54
北北基桃竹苗,2016,15,8124,835511,9.72,21.78,5.63,18.44,24.01,25.84,40.96,23.49,87.94,2.91
北北基桃竹苗,2016,16,8213,835512,9.83,22.99,6.82,18.18,24.96,31.91,43.18,21.63,82.28,2.85
北北基桃竹苗,2016,17,7537,834636,9.03,24.99,5.41,15.19,20.55,28.48,47.03,26.07,81.38,3.2
北北基桃竹苗,2016,18,7290,835654,8.72,24.8,4.53,17.08,21.62,39.73,59.97,34.1,75.11,3.37
北北基桃竹苗,2016,19,6720,835829,8.04,26.56,5.38,14.83,20.27,28.89,39.66,20.13,77.05,3.32
北北基桃竹苗,2016,20,6541,836874,7.82,24.43,3.64,13.16,16.75,36.04,35.9,17.1,78.45,2.54
北北基桃竹苗,2016,21,6646,834086,7.97,25.79,5.84,17.18,22.99,24.38,38.69,21.32,83.93,3.66
北北基桃竹苗,2016,22,5798,834068,6.95,29.57,5.12,12.01,17.09,22.67,32.88,13.99,74.09,2.92
北北基桃竹苗,2016,23,5345,834447,6.41,28.23,5.19,12.98,18.17,26.0,31.7,14.27,77.35,2.85
北北基桃竹苗,2016,24,5160,832552,6.2,27.83,7.04,10.95,17.96,19.36,23.94,8.58,77.47,2.24
北北基桃竹苗,2016,25,5233,835693,6.26,29.4,5.34,12.49,17.81,22.79,28.84,12.12,73.46,3.2
北北基桃竹苗,2016,26,4927,833658,5.91,29.68,5.26,12.82,18.09,24.26,29.24,13.09,73.77,3.29
北北基桃竹苗,2016,27,4665,832346,5.6,29.56,5.2,10.42,15.62,21.09,27.22,10.78,73.32,2.65
北北基桃竹苗,2016,28,4503,832771,5.41,29.13,4.88,10.83,15.63,21.99,25.9,9.67,75.72,2.47
北北基桃竹苗,2016,29,4560,833317,5.47,29.79,5.75,11.91,17.6,20.78,32.13,13.77,70.72,2.63
