region,year,week,AMB_TEMP,NO,NO2,NOx,O3,PM10,PM25,RH,SO2
高屏,2016,47,25.53,3.74,16.63,20.38,29.76,66.26,36.09,77.97,3.61
高屏,2016,48,22.95,3.35,15.4,18.79,27.51,51.82,24.16,80.25,2.86
高屏,2016,49,23.59,3.34,18.07,21.42,31.97,83.11,41.25,77.02,3.57
高屏,2016,50,22.51,2.97,17.04,20.05,34.68,70.69,33.48,72.99,3.61
高屏,2016,51,21.82,3.2,18.47,21.71,33.1,72.56,39.46,72.71,3.75
高屏,2016,52,20.66,4.03,17.23,21.31,27.87,69.91,34.33,76.36,3.12
高屏,2017,1,22.32,3.15,15.72,18.9,32.84,76.7,41.44,77.8,3.07
高屏,2017,2,21.74,3.36,17.9,21.2,33.18,78.43,40.35,75.75,3.58
高屏,2017,3,20.25,3.06,17.27,20.37,29.81,67.85,32.89,73.73,3.19
高屏,2017,4,19.5,2.83,17.17,19.95,35.59,76.6,35.05,69.38,3.5
高屏,2017,5,20.81,2.16,14.65,16.79,32.69,70.76,32.69,73.21,3.41
高屏,2017,6,18.74,2.93,16.54,19.39,31.93,84.6,41.65,70.44,3.38
高屏,2017,7,19.85,2.83,16.12,18.98,39.33,68.39,34.17,66.43,3.4
高屏,2017,8,22.72,3.17,15.65,18.8,30.1,68.9,32.6,74.83,3.36
高屏,2017,9,20.65,2.04,15.3,17.25,42.53,78.1,38.54,66.62,3.66
高屏,2017,10,21.64,3.19,16.6,19.72,32.95,66.68,36.42,74.99,3.12
高屏,2017,11,22.83,2.5,14.03,16.5,39.52,65.54,34.02,74.61,3.52
高屏,2017,12,24.81,2.02,12.24,14.21,41.72,63.91,29.68,72.43,3.42
高屏,2017,13,22.07,1.84,13.1,14.89,43.95,63.06,29.64,69.55,3.06
高屏,2017,14,23.95,1.61,10.87,12.44,46.8,56.95,26.68,63.3,2.91
高屏,2017,15,25.54,2.93,12.03,14.96,26.29,43.11,20.85,77.69,3.05
高屏,2017,16,27.1,2.13,8.91,11.04,25.8,38.05,16.7,75.6,2.85
高屏,2017,17,24.45,1.83,12.42,14.09,44.83,52.79,26.22,75.53,3.39
高屏,2017,18,27.61,1.69,10.17,11.74,40.92,52.32,25.68,68.48,3.53
高屏,2017,19,28.89,2.1,8.5,10.53,30.44,43.74,18.72,68.71,3.46
高屏,2017,20,26.72,1.85,10.36,12.16,37.77,40.3,18.84,76.65,2.97
高屏,2017,21,27.82,1.72,8.71,10.41,34.12,34.91,14.97,77.98,2.79
高屏,2017,22,28.0,1.99,7.12,9.03,29.25,36.23,14.48,82.0,2.99
高屏,2017,23,29.31,2.38,6.94,9.34,19.0,29.01,10.07,77.7,2.75
高屏,2017,24,28.43,2.62,6.0,8.59,15.45,26.21,8.15,81.32,2.3
高屏,2017,25,29.5,2.7,6.42,9.06,15.73,24.49,9.52,74.48,2.69
高屏,2017,26,29.89,2.31,6.74,9.07,18.69,28.97,10.68,72.75,2.74
高屏,2017,27,29.56,2.56,6.27,8.8,17.37,25.8,9.38,74.05,2.77
高屏,2017,28,29.94,2.12,7.03,9.19,21.03,27.83,10.81,72.38,2.79
高屏,2017,29,29.51,1.89,8.64,10.49,30.96,36.98,18.92,75.11,3.08
高屏,2017,30,29.05,1.97,7.4,9.29,24.48,32.13,14.79,78.7,2.74
高屏,2017,31,28.35,2.03,7.05,9.05,22.77,31.26,11.85,84.78,2.51
高屏,2017,32,30.19,2.01,5.48,7.4,16.56,30.46,11.72,77.81,2.3
高屏,2017,33,30.74,1.81,6.9,8.61,21.73,28.75,13.39,73.73,2.79
高屏,2017,34,29.23,1.8,8.34,10.09,24.5,34.11,15.54,78.77,3.2
高屏,2017,35,28.56,1.94,8.35,10.21,23.59,33.44,15.13,81.38,2.92
高屏,2017,36,29.63,1.72,6.41,8.08,23.23,30.42,12.74,78.91,2.91
高屏,2017,37,30.06,1.55,8.23,9.71,34.44,41.52,19.08,75.24,3.02
高屏,2017,38,29.7,1.13,9.63,10.86,44.83,53.55,30.02,74.51,3.85
高屏,2017,39,30.12,1.75,8.21,9.85,29.1,38.74,19.13,77.62,3.49
高屏,2017,40,29.76,1.18,9.61,10.81,39.38,53.92,26.79,78.54,3.56
高屏,2017,41,28.85,2.05,10.12,12.09,28.46,47.54,20.25,81.65,3.23
高屏,2017,42,27.43,2.01,9.98,11.85,32.24,49.92,18.87,81.59,2.7
高屏,2017,43,25.2,1.54,12.9,14.43,49.4,74.01,30.36,70.08,3.36
高屏,2017,44,25.01,1.62,14.08,15.66,41.68,75.12,27.62,71.9,3.34
高屏,2017,45,25.73,2.07,14.79,16.76,32.89,78.84,37.38,81.64,3.26
高屏,2017,46,26.08,2.57,14.2,16.76,30.22,67.19,33.44,81.1,3.21
高屏,2017,47,23.44,2.4,16.12,18.47,30.61,74.26,29.59,75.48,3.17
高屏,2017,48,24.57,2.23,15.27,17.48,31.16,76.72,33.68,78.61,3.06
高屏,2017,49,20.85,2.45,17.01,19.44,28.03,73.59,33.58,74.36,2.96
高屏,2017,50,20.79,2.98,16.9,19.87,27.77,70.72,32.24,76.99,3.14
高屏,2017,51,19.41,2.25,15.87,18.17,30.85,65.54,28.52,70.51,3.08
高屏,2017,52,21.27,1.94,14.83,16.72,35.23,83.65,42.31,75.42,3.05
高屏,2018,1,20.65,3.71,16.22,19.99,27.19,68.7,35.49,81.58,2.81
高屏,2018,2,16.58,2.97,15.35,18.32,26.89,49.43,21.91,72.16,2.6
高屏,2018,3,21.91,3.14,17.87,21.01,30.4,79.89,43.61,76.96,3.23
高屏,2018,4,21.36,2.49,15.76,18.3,31.82,73.92,32.29,75.07,2.85
高屏,2018,5,16.62,3.09,15.59,18.66,23.92,53.23,28.46,77.99,2.32
高屏,2018,6,16.04,3.44,16.36,19.77,23.91,57.35,32.04,77.24,2.03
高屏,2018,7,21.02,2.13,12.8,14.98,32.62,69.95,29.07,71.83,2.63
高屏,2018,8,22.54,2.37,14.01,16.35,31.09,66.05,33.58,73.94,2.83
高屏,2018,9,24.44,2.66,13.15,15.77,30.37,63.72,29.48,73.62,3.11
高屏,2018,10,21.54,2.23,13.39,15.67,31.6,60.79,26.37,72.68,3.02
高屏,2018,11,23.34,1.97,13.42,15.29,43.6,62.04,30.74,68.38,3.08
高屏,2018,12,22.27,1.69,11.93,13.6,44.49,57.72,23.7,64.75,2.83
高屏,2018,13,24.05,1.25,10.83,12.13,44.73,62.58,29.77,67.85,2.83
高屏,2018,14,23.94,1.22,9.69,10.91,38.43,67.72,25.13,67.52,2.82
高屏,2018,15,26.8,1.96,9.8,11.67,28.96,43.53,14.38,70.13,3.03
高屏,2018,16,25.93,1.19,11.34,12.58,46.53,61.4,26.79,68.3,3.46
高屏,2018,17,26.8,1.25,9.16,10.41,40.76,52.04,21.87,75.76,2.91
高屏,2018,18,28.34,1.54,8.45,9.93,33.37,47.06,17.61,71.36,2.97
高屏,2018,19,26.98,1.51,8.34,9.76,33.41,40.38,14.2,77.4,2.88
高屏,2018,20,29.64,2.18,7.21,9.47,19.27,30.83,10.61,73.46,3.13
高屏,2018,21,30.08,1.59,7.34,8.91,26.17,36.36,13.99,70.32,2.71
高屏,2018,22,30.26,1.5,7.39,8.88,30.34,35.87,13.81,72.22,3.0
高屏,2018,23,30.19,1.25,7.38,8.68,29.62,35.48,12.53,73.48,2.85
高屏,2018,24,28.0,1.17,7.59,8.76,39.79,36.3,12.08,82.42,2.53
高屏,2018,25,27.68,2.7,7.34,10.03,17.54,23.25,7.5,87.18,2.35
高屏,2018,26,29.07,1.94,6.76,8.66,19.03,25.23,9.15,79.23,2.36
高屏,2018,27,27.24,2.9,7.83,10.72,17.51,22.64,7.04,87.0,2.1
高屏,2018,28,29.19,1.57,7.21,8.76,24.76,30.77,11.9,78.08,2.85
高屏,2018,29,29.16,1.4,6.59,8.1,25.94,31.71,12.46,80.33,2.52
高屏,2018,30,28.86,1.81,7.13,8.96,22.13,28.64,11.06,82.12,2.47
高屏,2018,31,29.72,2.03,6.65,8.65,20.23,26.56,9.77,78.89,2.1
高屏,2018,32,29.11,1.37,6.52,7.93,28.9,27.01,11.32,79.05,2.28
高屏,2018,33,27.53,1.95,7.49,9.33,23.82,20.32,6.94,88.05,2.29
高屏,2018,34,26.91,1.7,6.87,8.53,28.95,19.43,7.89,90.24,2.3
高屏,2018,35,26.57,3.54,6.83,10.32,17.65,20.28,8.05,88.29,2.38
高屏,2018,36,28.21,1.72,6.92,8.69,23.58,26.71,11.41,83.05,2.21
高屏,2018,37,28.61,1.83,8.52,10.27,26.34,36.3,15.67,82.34,2.64
高屏,2018,38,29.34,1.48,7.81,9.33,29.11,37.69,18.36,78.43,2.83
高屏,2018,39,27.91,1.13,8.57,9.85,40.85,51.74,18.45,75.63,2.69
高屏,2018,40,26.76,1.05,10.02,11.11,55.58,62.99,25.57,71.52,3.14
高屏,2018,41,26.54,1.43,10.55,12.05,41.45,50.1,25.4,79.46,3.05
高屏,2018,42,26.49,1.28,11.05,12.42,43.72,55.3,25.75,78.14,3.0
高屏,2018,43,25.96,1.29,11.1,12.38,44.82,67.4,29.78,74.81,3.26
高屏,2018,44,24.62,2.52,15.82,18.33,34.91,65.97,28.26,77.09,3.07
高屏,2018,45,26.26,1.72,11.91,13.64,35.5,65.39,33.32,78.99,3.09
高屏,2018,46,25.83,1.79,13.13,14.92,41.13,66.52,35.45,77.11,3.51
高屏,2018,47,24.25,1.96,13.81,15.73,36.18,56.76,25.26,75.39,2.95
高屏,2018,48,23.83,2.42,14.54,16.98,32.63,52.57,26.54,77.48,3.03
高屏,2018,49,24.84,2.22,14.93,17.22,32.93,62.01,27.08,75.88,3.22
高屏,2018,50,22.79,2.93,16.09,19.01,29.62,60.06,29.07,77.43,3.01
高屏,2018,51,22.24,2.28,16.12,18.44,37.29,72.75,34.9,72.81,2.97
高屏,2018,52,21.66,2.07,14.62,16.75,29.48,58.53,23.73,74.43,2.65
高屏,2019,1,22.31,3.45,16.6,20.04,25.28,59.07,29.34,80.08,2.69
高屏,2019,2,23.74,2.78,15.87,18.65,32.11,71.99,33.98,78.17,2.87
高屏,2019,3,20.71,2.26,14.96,17.25,30.11,65.74,35.02,79.0,2.42
高屏,2019,4,19.1,2.66,16.38,19.07,36.42,77.52,37.59,71.05,2.54
高屏,2019,5,22.52,2.41,14.8,17.17,37.87,62.43,29.15,71.43,2.57
高屏,2019,6,22.89,1.54,10.41,11.95,33.96,50.09,24.58,72.69,2.26
高屏,2019,7,23.78,1.97,12.04,13.98,32.36,52.07,23.5,73.17,2.37
高屏,2019,8,23.8,2.12,11.19,13.3,29.44,43.47,20.52,74.13,2.11
高屏,2019,9,23.76,1.79,11.32,13.01,38.03,54.21,28.15,73.48,2.39
高屏,2019,10,21.97,2.36,13.57,15.98,29.33,39.08,20.55,80.21,2.14
高屏,2019,11,23.07,1.87,12.92,14.75,45.75,59.99,31.24,69.51,2.49
高屏,2019,12,24.08,2.47,12.68,15.14,28.04,47.94,25.16,76.64,2.27
高屏,2019,13,24.96,1.83,10.52,12.25,37.37,45.01,21.03,74.4,2.41
高屏,2019,14,25.56,1.28,10.05,11.44,45.01,53.14,30.1,73.28,2.34
高屏,2019,15,26.68,1.98,9.47,11.4,35.44,44.15,21.6,72.97,2.52
高屏,2019,16,26.09,1.82,10.62,12.33,35.74,32.05,17.06,77.96,2.35
高屏,2019,17,28.3,2.09,7.8,9.91,26.56,32.41,15.7,73.91,2.14
高屏,2019,18,24.91,1.45,9.14,10.56,35.48,31.18,14.81,82.47,1.97
高屏,2019,19,26.67,1.74,10.25,11.87,37.1,42.23,22.14,78.99,2.25
高屏,2019,20,28.69,1.97,6.64,8.65,19.42,27.19,10.48,79.53,2.05
高屏,2019,21,26.77,1.27,8.57,9.96,41.37,37.62,17.69,79.3,2.36
高屏,2019,22,28.72,1.9,7.0,8.83,25.96,25.0,11.46,77.12,2.03
高屏,2019,23,29.41,2.58,6.42,8.93,16.26,20.31,8.89,75.82,2.19
高屏,2019,24,28.36,1.96,7.3,9.15,25.49,20.4,9.46,81.64,2.07
高屏,2019,25,29.94,2.3,6.39,8.79,17.52,19.81,8.29,74.5,2.11
高屏,2019,26,28.72,2.05,6.88,8.99,20.88,21.91,7.51,80.81,2.14
高屏,2019,27,28.0,2.91,6.65,9.49,17.32,20.52,7.53,83.92,1.99
高屏,2019,28,28.87,2.28,5.65,7.98,18.09,18.64,9.75,81.63,1.84
高屏,2019,29,28.55,2.02,6.85,8.79,23.97,23.58,11.41,81.9,1.99
高屏,2019,30,29.51,2.03,6.03,7.96,19.77,17.63,8.36,77.45,1.97
高屏,2019,31,28.93,1.77,6.89,8.56,25.04,23.17,11.79,79.13,2.03
高屏,2019,32,29.4,1.67,5.68,7.27,26.85,28.0,11.21,82.13,1.96
高屏,2019,33,26.91,2.0,7.46,9.38,23.16,16.52,7.64,89.58,1.89
高屏,2019,34,28.21,1.8,6.04,7.79,25.96,20.25,10.72,84.13,2.34
高屏,2019,35,29.07,2.0,7.2,9.16,24.51,25.45,13.96,80.51,2.18
高屏,2019,36,28.17,1.93,6.48,8.39,25.08,19.08,9.4,83.25,2.04
高屏,2019,37,28.7,1.13,7.14,8.43,34.97,29.47,18.2,79.72,2.24
高屏,2019,38,27.67,1.16,7.99,9.35,48.95,46.99,19.81,72.6,2.46
高屏,2019,39,27.9,1.29,8.91,10.26,46.73,49.21,26.77,75.07,2.71
高屏,2019,40,28.06,1.35,7.66,9.07,40.05,42.23,27.04,77.01,2.02
高屏,2019,41,27.47,1.36,7.24,8.59,45.56,41.45,23.5,77.84,2.06
高屏,2019,42,26.53,1.83,9.75,11.48,46.54,52.72,22.52,71.81,2.51
高屏,2019,43,26.15,1.64,9.9,11.46,47.02,47.33,24.67,74.44,2.7
高屏,2019,44,26.05,1.81,11.6,13.38,42.53,62.71,29.15,77.55,2.69
高屏,2019,45,24.15,1.8,12.01,13.77,43.46,56.95,25.33,73.57,2.61
高屏,2019,46,24.23,1.86,12.02,13.79,46.38,57.82,29.1,71.21,2.63
高屏,2019,47,24.2,2.32,13.58,15.9,34.47,50.39,23.3,75.61,2.56
高屏,2019,48,22.64,2.09,13.15,15.27,35.19,53.13,22.83,75.25,2.5
高屏,2019,49,18.13,2.47,13.0,15.46,27.45,35.44,17.85,77.32,1.96
高屏,2019,50,21.47,2.36,14.12,16.53,36.26,48.16,24.63,71.75,2.33
高屏,2019,51,22.68,3.17,14.32,17.61,25.72,45.44,24.17,78.34,2.35
高屏,2019,52,21.74,3.23,15.35,18.55,24.36,45.77,23.16,79.58,2.14
