region,year,week,value
中彰投,2019,5,60.89
北北基桃竹苗,2019,5,44.29
宜花東,2019,5,28.43
雲嘉南,2019,5,76.71
高屏,2019,5,62.43
中彰投,2019,6,46.48
北北基桃竹苗,2019,6,32.45
宜花東,2019,6,25.25
雲嘉南,2019,6,56.56
高屏,2019,6,50.09
中彰投,2019,7,42.8
北北基桃竹苗,2019,7,25.65
宜花東,2019,7,20.99
雲嘉南,2019,7,56.15
高屏,2019,7,52.07
中彰投,2019,8,47.58
北北基桃竹苗,2019,8,30.67
宜花東,2019,8,25.7
雲嘉南,2019,8,58.08
高屏,2019,8,43.47
中彰投,2019,9,59.72
北北基桃竹苗,2019,9,46.22
宜花東,2019,9,31.99
雲嘉南,2019,9,65.83
高屏,2019,9,54.21
中彰投,2019,10,30.44
北北基桃竹苗,2019,10,27.6
宜花東,2019,10,22.84
雲嘉南,2019,10,42.77
高屏,2019,10,39.08
中彰投,2019,11,60.47
北北基桃竹苗,2019,11,42.64
宜花東,2019,11,37.99
雲嘉南,2019,11,69.33
高屏,2019,11,59.99
中彰投,2019,12,48.22
北北基桃竹苗,2019,12,37.93
宜花東,2019,12,28.53
雲嘉南,2019,12,53.68
高屏,2019,12,47.94
中彰投,2019,13,44.61
北北基桃竹苗,2019,13,38.03
宜花東,2019,13,30.49
雲嘉南,2019,13,50.46
高屏,2019,13,45.01
中彰投,2019,14,53.49
北北基桃竹苗,2019,14,40.39
宜花東,2019,14,28.0
雲嘉南,2019,14,58.98
高屏,2019,14,53.14
中彰投,2019,15,39.07
北北基桃竹苗,2019,15,33.35
宜花東,2019,15,27.84
雲嘉南,2019,15,48.42
高屏,2019,15,44.15
中彰投,2019,16,35.6
北北基桃竹苗,2019,16,35.65
宜花東,2019,16,26.73
雲嘉南,2019,16,39.23
高屏,2019,16,32.05
中彰投,2019,17,37.91
北北基桃竹苗,2019,17,33.24
宜花東,2019,17,27.37
雲嘉南,2019,17,39.97
高屏,2019,17,32.41
中彰投,2019,18,34.3
北北基桃竹苗,2019,18,32.33
宜花東,2019,18,28.31
雲嘉南,2019,18,39.46
高屏,2019,18,31.18
中彰投,2019,19,38.19
北北基桃竹苗,2019,19,24.61
宜花東,2019,19,21.13
雲嘉南,2019,19,47.24
高屏,2019,19,42.23
中彰投,2019,20,26.41
北北基桃竹苗,2019,20,29.75
宜花東,2019,20,25.5
雲嘉南,2019,20,28.07
高屏,2019,20,27.19
中彰投,2019,21,47.99
北北基桃竹苗,2019,21,38.73
宜花東,2019,21,33.48
雲嘉南,2019,21,54.04
高屏,2019,21,37.62
中彰投,2019,22,25.83
北北基桃竹苗,2019,22,26.97
宜花東,2019,22,22.87
雲嘉南,2019,22,31.0
高屏,2019,22,25.0
中彰投,2019,23,19.68
